"id","literal","agregacao"
"6493","Coeficiente de variação - Pessoas com deficiência visual adquirida por doença ou acidente","V"
"6509","Coeficiente de variação - Pessoas com deficiência visual com grau intenso/muito intenso de limitações ou que não conseguem realizar as atividades habituais","V"
"6517","Coeficiente de variação - Pessoas com deficiência visual com pouca ou nenhuma limitação das atividades habituais","V"
"6525","Coeficiente de variação - Pessoas com deficiência visual que frequentam algum serviço de reabilitação","V"
"6501","Coeficiente de variação - Pessoas com deficiência visual que usam algum recurso para auxiliar a locomoção","V"
"5335","Coeficiente de variação - Pessoas cujo plano de saúde (médico ou odontológico) era pago diretamente pelo titular, outro morador do domicilio ou pessoa não moradora","V"
"5319","Coeficiente de variação - Pessoas cujo plano de saúde (médico ou odontológico) era pago pelo empregador do titular","V"
"5327","Coeficiente de variação - Pessoas cujo plano de saúde (médico ou odontológico) era pago pelo titular através do trabalho atual ou anterior","V"
"8671","Coeficiente de variação - Pessoas cujo plano de saúde (médico ou odontológico) era pago pelo titular ou outro morador do domicilio","V"
"5295","Coeficiente de variação - Pessoas cujo principal (ou único) plano de saúde (médico ou odontológico) era de instituição de assistência de servidor público (municipal, estadual ou militar)","V"
"889","Coeficiente de variação - Pessoas de 10 anos ou mais de idade","V"
"10813","Coeficiente de variação - Pessoas de 10 anos ou mais de idade cujo domicílio não possui morador que recebeu rendimento do Benefício de Prestação Continuada","V"
"10787","Coeficiente de variação - Pessoas de 10 anos ou mais de idade cujo domicílio não possui morador que recebeu rendimento do Programa Bolsa Família","V"
"10809","Coeficiente de variação - Pessoas de 10 anos ou mais de idade cujo domicílio possui algum morador que recebeu rendimento do Benefício de Prestação Continuada","V"
"10785","Coeficiente de variação - Pessoas de 10 anos ou mais de idade cujo domicílio possui algum morador que recebeu rendimento do Programa Bolsa Família","V"
"929","Coeficiente de variação - Pessoas de 10 anos ou mais de idade em relação ao total de pessoas ocupadas na semana de referência","V"
"5694","Coeficiente de variação - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência","V"
"5636","Coeficiente de variação - Pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal","V"
"2622","Coeficiente de variação - Pessoas de 10 anos ou mais de idade que não utilizaram Internet no período de referência dos últimos três meses","V"
"5633","Coeficiente de variação - Pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal","V"
"10668","Coeficiente de variação - Pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal com acesso à Internet","V"
"2623","Coeficiente de variação - Pessoas de 10 anos ou mais de idade que utilizaram Internet no período de referência dos últimos três meses","V"
"1016","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, desocupadas na semana de referência","V"
"1026","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, desocupadas na semana de referência, classificados como outros membros da família","V"
"1030","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, desocupadas na semana de referência, em relação ao total de pessoas desocupadas na semana de referência","V"
"1028","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, desocupadas na semana de referência, em relação ao total de pessoas em idade ativa","V"
"1024","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, desocupadas na semana de referência, principais responsáveis pela família","V"
"1020","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, desocupadas na semana de referência, que já trabalharam anteriormente","V"
"1022","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, desocupadas na semana de referência, que nunca trabalharam","V"
"887","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, economicamente ativas na semana de referência","V"
"1002","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas com contrato de trabalho por prazo determinado, em relação ao total de empregados no trabalho principal da semana de referência","V"
"1005","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas com contrato de trabalho por prazo indeterminado, em relação ao total de empregados no trabalho principal da semana de referência","V"
"982","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas do setor privado no trabalho principal na semana de referência","V"
"984","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas do setor privado no trabalho principal na semana de referência em relação ao total de pessoas empregadas no trabalho principal da semana de referência","V"
"986","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas do setor privado no trabalho principal na semana de referência, com carteira de trabalho assinada","V"
"988","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas do setor privado no trabalho principal na semana de referência, com carteira de trabalho assinada em relação ao total de pessoas empregadas no trabalho principal da semana de referência","V"
"990","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas do setor privado no trabalho principal na semana de referência, sem carteira de trabalho assinada","V"
"992","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas do setor privado no trabalho principal na semana de referência, sem carteira de trabalho assinada em relação ao total de pessoas empregadas no trabalho principal da semana de referência","V"
"994","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas do setor público no trabalho principal na semana de referência","V"
"996","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas do setor público no trabalho principal na semana de referência, com carteira de trabalho assinada","V"
"998","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas do setor público no trabalho principal na semana de referência, sem carteira de trabalho assinada","V"
"927","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas no trabalho principal da semana de referência","V"
"925","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, empregadas no trabalho principal da semana de referência, em relação ao total de pessoas ocupadas na semana de referência","V"
"911","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, marginalmente ligadas às pessoas economicamente ativas na semana de referência","V"
"964","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, marginalmente ligadas às pessoas economicamente ativas na semana de referência em relação ao total de pessoas não economicamente ativas na semana de referência","V"
"1000","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, militares e funcionários públicos estatutários no trabalho principal da semana de referência","V"
"901","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, não economicamente ativas na semana de referência","V"
"904","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, não economicamente ativas na semana de referência, em relação ao total de pessoas em idade ativa","V"
"909","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, não economicamente ativas na semana de referência, que estavam disponíveis para trabalhar","V"
"907","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, não economicamente ativas na semana de referência, que estavam disponíveis para trabalhar em relação ao total de pessoas não economicamente ativas na semana de referência","V"
"905","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, não economicamente ativas na semana de referência, que não gostariam de trabalhar","V"
"962","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, não economicamente ativas na semana de referência, que não gostariam de trabalhar em relação ao total de pessoas não economicamente ativas na semana de referência","V"
"917","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência","V"
"972","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, com rendimento mensal por horas semanais habituais inferior ao salário mínimo por 40 horas semanais","V"
"974","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, com rendimento mensal por horas semanais habituais inferior ao salário mínimo por 40 horas semanais em relação ao total de pessoas ocupadas na semana de referência","V"
"980","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, contribuintes de instituto de previdência em qualquer trabalho","V"
"921","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, em relação ao total de pessoas em idade ativa","V"
"976","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que procuraram outro trabalho no período de referência de 30 dias e estavam disponíveis para assumir outro trabalho","V"
"966","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que trabalhavam efetivamente","V"
"931","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que trabalhavam habitualmente","V"
"1040","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, que saíram do último trabalho no período de referência de 365 dias","V"
"968","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, subocupadas por insuficiência de horas efetivamente trabalhadas na semana de referência, em todos os trabalhos","V"
"970","Coeficiente de variação - Pessoas de 10 anos ou mais de idade, subocupadas por insuficiência de horas efetivamente trabalhadas na semana de referência, em todos os trabalhos em relação ao total de pessoas ocupadas na semana de referência","V"
"10385","Coeficiente de variação - Pessoas de 14 a 17 anos de idade em situação de trabalho infantil no trabalho principal","V"
"10399","Coeficiente de variação - Pessoas de 14 a 29 anos que não frequentam escola e que frequentaram no máximo o ensino médio ou curso equivalente sem o completar","V"
"10403","Coeficiente de variação - Pessoas de 14 a 29 anos que nunca frequentaram escola ou que já frequentaram e não concluíram o ensino médio ou curso equivalente","V"
"12824","Coeficiente de variação - Pessoas de 14 a 59 anos de idade","V"
"10322","Coeficiente de variação - Pessoas de 14 anos ou mais com ensino médio completo ou superior incompleto que não frequentam escola","V"
"4087","Coeficiente de variação - Pessoas de 14 anos ou mais de idade","V"
"10343","Coeficiente de variação - Pessoas de 14 anos ou mais de idade com nível de instrução até o ensino fundamental completo","V"
"10347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade com nível de instrução até o ensino fundamental completo que frequentaram curso de qualificação profissional","V"
"8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","V"
"8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","V"
"8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","V"
"8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","V"
"4091","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência","V"
"10247","Coeficiente de Variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência associadas a sindicato","V"
"10766","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento","V"
"10845","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho","V"
"10771","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento e responsáveis pelo domicílio","V"
"12915","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência como condutores de automóveis em atividade de transporte rodoviário de passageiros, no trabalho principal, exclusive os empregados no setor público e militares","V"
"12925","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência como condutores de motocicletas em atividades de malote e entrega, no trabalho principal, exclusive os empregados no setor público e militares","V"
"10436","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência como conta própria no trabalho principal","V"
"10379","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência como empregador no trabalho principal","V"
"10375","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência como empregador ou conta própria no trabalho principal","V"
"12933","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência como empregador ou conta própria, exclusive quem utilizou plataforma de serviços","V"
"13017","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência que realizaram teletrabalho no domicílio","V"
"13013","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência que trabalharam no domicílio","V"
"12901","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, exclusive os empregados no setor público e militares","V"
"8872","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, exclusive os empregados no setor público e militares, em situação de informalidade","V"
"12905","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, exclusive os empregados no setor público e militares, que trabalharam por meio de plataformas de serviços","V"
"10442","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, exclusive os empregados no setor público e trabalhadores domésticos no trabalho principal","V"
"4724","Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência","V"
"10339","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que estudam até o ensino fundamental (regular ou EJA) e aquelas que frequentaram no máximo o ensino médio ou curso equivalente sem o completar","V"
"10331","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que estudam no ensino médio (regular ou EJA) e aquelas que frequentaram o superior sem o completar ou que concluíram o ensino médio ou curso equivalente","V"
"10335","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que frequentam curso técnico de nível médio","V"
"10351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que frequentaram curso de qualificação profissional","V"
"9164","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que não se vacinaram contra a COVID-19","V"
"10175","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que realizaram afazeres domésticos no próprio domicílio","V"
"10181","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que realizaram afazeres domésticos no próprio domicílio ou em domicílio de parente","V"
"10187","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que realizaram afazeres domésticos no próprio domicílio ou em domicílio de parente ou tarefas de cuidado de moradores do domicílio ou parentes não moradores","V"
"10223","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que realizaram outras formas de trabalho","V"
"10201","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que realizaram tarefas de cuidados de moradores do domicílio","V"
"10197","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que realizaram tarefas de cuidados de moradores ou de parentes não moradores","V"
"10237","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que realizaram trabalho voluntário","V"
"9144","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que se vacinaram pelo menos uma vez contra a COVID-19","V"
"10209","Coeficiente de variação - Pessoas de 14 anos ou mais de idade que trabalharam na produção para o próprio consumo","V"
"12830","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desalentadas","V"
"4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","V"
"4095","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência","V"
"8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","V"
"4089","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência","V"
"8409","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência como empregadores ou conta própria no trabalho principal, que tinham empreendimento registrado no Cadastro Nacional de Pessoa Jurídica - CNPJ","V"
"8341","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência como empregados (exclusive trabalhadores domésticos) no trabalho principal","V"
"8333","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência como militares ou empregados do setor público no trabalho principal","V"
"8337","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência como trabalhadores domésticos no trabalho principal","V"
"8475","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência ou que anteriormente já foram ocupadas","V"
"8629","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência, como conta própria no trabalho principal, que tinham empreendimento registrado no Cadastro Nacional de Pessoa Jurídica - CNPJ","V"
"8616","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência, como empregadores no trabalho principal, que tinham empreendimento registrado no Cadastro Nacional de Pessoa Jurídica - CNPJ","V"
"8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","V"
"11630","Coeficiente de variação - Pessoas de 15 a 17 anos de idade com excesso de peso","V"
"11638","Coeficiente de variação - Pessoas de 15 a 17 anos de idade com obesidade","V"
"10411","Coeficiente de variação - Pessoas de 15 a 29 anos com o ensino médio completo ou superior incompleto que não frequentam escola, curso técnico, normal (magistério), pré-vestibular ou curso de qualificação profissional","V"
"10314","Coeficiente de variação - Pessoas de 15 a 29 anos de idade","V"
"10407","Coeficiente de variação - Pessoas de 15 a 29 anos de idade com nível de instrução inferior ao médio completo e que não frequentam escola, curso técnico, normal (magistério), pré-vestibular ou curso de qualificação profissional","V"
"11109","Coeficiente de variação - Pessoas de 15 anos ou mais de idade","V"
"12798","Coeficiente de variação - Pessoas de 15 anos ou mais de idade com deficiência, analfabetas","V"
"11102","Coeficiente de variação - Pessoas de 15 anos ou mais de idade fumantes atuais de tabaco","V"
"12453","Coeficiente de variação - Pessoas de 15 anos ou mais de idade que foram vítimas de roubo nos últimos 12 meses","V"
"10294","Coeficiente de variação - Pessoas de 15 anos ou mais de idade que frequentaram escola","V"
"12568","Coeficiente de variação - Pessoas de 15 anos ou mais de idade que se sentem seguras ao andar sozinhas nas redondezas ou arredores do seu domicílio","V"
"12564","Coeficiente de variação - Pessoas de 15 anos ou mais de idade que se sentem seguras ao andar sozinhas nas redondezas ou arredores do seu domicílio durante a noite","V"
"12363","Coeficiente de variação - Pessoas de 15 anos ou mais de idade que se sentem seguras ao andar sozinhas nas redondezas ou arredores do seu domicílio durante o dia","V"
"12576","Coeficiente de variação - Pessoas de 15 anos ou mais de idade que se sentem seguras em seu domicílio","V"
"10266","Coeficiente de variação - Pessoas de 15 anos ou mais de idade, analfabetas","V"
"11576","Coeficiente de variação - Pessoas de 15 anos ou mais de idade, ocupadas na semana de referência","V"
"11569","Coeficiente de variação - Pessoas de 15 anos ou mais de idade, ocupadas na semana de referência, que estiveram expostas a algum fator que poderia afetar a sua saúde","V"
"11561","Coeficiente de variação - Pessoas de 15 anos ou mais de idade, ocupadas na semana de referência, que normalmente trabalhavam em ambientes fechados, em algum dos trabalhos, e que, nos últimos 30 dias, alguém fumou neste mesmo ambiente fechado","V"
"11505","Coeficiente de variação - Pessoas de 15 anos ou mais de idade, ocupadas na semana de referência, que se deslocava da casa para o trabalho","V"
"11529","Coeficiente de variação - Pessoas de 15 anos ou mais de idade, ocupadas na semana de referência, que se deslocavam da casa para o trabalho","V"
"11541","Coeficiente de variação - Pessoas de 15 anos ou mais de idade, ocupadas na semana de referência, que trabalhavam, habitualmente, no período compreendido entre as 8 horas da noite e as 5 horas da manhã","V"
"11549","Coeficiente de variação - Pessoas de 15 anos ou mais de idade, ocupadas na semana de referência, que trabalhavam, habitualmente, no período compreendido entre as 8 horas da noite e as 5 horas da manhã e em regime de turnos ininterruptos, em algum dos trabalhos","V"
"13025","Coeficiente de variação - Pessoas de 16 e 17 anos de idade classificadas na Proxy de Informalidade no trabalho principal","V"
"12854","Coeficiente de variação - Pessoas de 16 e 17 anos de idade que realizam atividade econômica","V"
"9289","Coeficiente de variação - Pessoas de 18 anos ou mais da idade que tiveram ou consideram que tiveram COVID-19","V"
"4776","Coeficiente de variação - Pessoas de 18 anos ou mais de idade","V"
"12375","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com a circunferência da cintura aumentada","V"
"12425","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com a pressão arterial alta","V"
"12417","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com a pressão arterial baixa","V"
"4974","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com autoavaliação de saúde boa ou muito boa","V"
"4831","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com consumo abusivo de álcool em 4 dias ou mais nos últimos 30 dias anteriores à pesquisa","V"
"4829","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com consumo abusivo de álcool nos últimos 30 dias anteriores à pesquisa","V"
"4835","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com consumo recomendado de hortaliças e frutas","V"
"11646","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com déficit de peso","V"
"11674","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com excesso de peso","V"
"4978","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com nenhum grau de dificuldade para se locomover, levando em consideração o uso de recurso para auxiliar a locomoção","V"
"11682","Coeficiente de variação - Pessoas de 18 anos ou mais de idade com obesidade","V"
"4781","Coeficiente de variação - Pessoas de 18 anos ou mais de idade ex-fumantes de tabaco","V"
"11090","Coeficiente de variação - Pessoas de 18 anos ou mais de idade ex-fumantes diários de tabaco","V"
"4801","Coeficiente de variação - Pessoas de 18 anos ou mais de idade expostas à mídia antitabaco nos jornais, nas revistas, na televisão ou no rádio","V"
"11051","Coeficiente de variação - Pessoas de 18 anos ou mais de idade expostas à mídia antitabaco nos jornais, nas revistas, na televisão, no rádio ou na internet","V"
"4797","Coeficiente de variação - Pessoas de 18 anos ou mais de idade expostas à mídia pró-tabaco","V"
"4813","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fisicamente ativas na realização das atividades domésticas","V"
"4811","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fisicamente ativas no deslocamento para suas atividades habituais","V"
"4807","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fisicamente ativas no trabalho","V"
"4799","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes atuais de cigarro","V"
"11067","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes atuais de cigarro industrializado","V"
"4783","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes atuais de tabaco","V"
"11117","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes de cigarros industrializados e que compraram cigarro para uso próprio","V"
"4793","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes de tabaco que procuraram tratamento com profissional de saúde para tentar parar de fumar nos últimos 12 meses","V"
"4791","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes de tabaco que tentaram parar de fumar nos últimos 12 meses","V"
"11075","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes diários de cigarro","V"
"4785","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes diários de tabaco","V"
"4803","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes expostas às advertências dos maços de cigarros","V"
"4779","Coeficiente de variação - Pessoas de 18 anos ou mais de idade fumantes que pensaram em parar devido às advertências nos maços de cigarros","V"
"4817","Coeficiente de variação - Pessoas de 18 anos ou mais de idade insuficientemente ativas","V"
"4787","Coeficiente de variação - Pessoas de 18 anos ou mais de idade não fumantes expostos ao fumo passivo em casa","V"
"4789","Coeficiente de variação - Pessoas de 18 anos ou mais de idade não fumantes expostos ao fumo passivo no local de trabalho fechado","V"
"11608","Coeficiente de variação - Pessoas de 18 anos ou mais de idade ocupadas na semana de referência que se envolveram em acidente de trabalho nos últimos 12 meses","V"
"4819","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que assistem televisão por 3 horas ou mais por dia","V"
"5552","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consideram sua saúde bucal como boa ou muito boa","V"
"4847","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem alimentos doces regularmente","V"
"4837","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem carne ou frango com excesso de gordura","V"
"4833","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente","V"
"4841","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem leite com teor integral de gordura","V"
"4839","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem peixe pelo menos um dia por semana","V"
"4843","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem refrigerante regularmente","V"
"4845","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem refrigerantes açucarados regularmente","V"
"10996","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem suco de caixa/lata ou refresco em pó regularmente","V"
"4821","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que costumam consumir bebida alcoólica uma vez ou mais por mês","V"
"4823","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que costumam consumir bebida alcoólica uma vez ou mais por semana","V"
"4827","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que dirigiram logo depois de beber","V"
"11043","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que dirigiram logo depois de beber no período de referência dos últimos 12 meses","V"
"5528","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que escovam os dentes pelo menos duas vezes por dia","V"
"4966","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que fizeram uso de medicamento para dormir nas últimas duas semanas","V"
"11291","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que informaram que tiveram relações sexuais alguma vez na vida","V"
"5497","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que já se sentiram discriminadas no serviço de saúde","V"
"11489","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que manuseiam telefone celular durante a condução de moto ou automóvel","V"
"4980","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que não conseguem ou têm grande dificuldade para se locomover, levando em consideração o uso de recurso para auxiliar a locomoção","V"
"9286","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que não se vacinaram contra a COVID-19","V"
"10980","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que não usam aparelhos para se locomover e têm sintomas de angina no grau 1 (de acordo com a versão resumida da escala de Rose)","V"
"10972","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que não usam aparelhos para se locomover e têm sintomas de angina no grau 2 (de acordo com a versão resumida da escala de Rose)","V"
"4881","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que nunca fizeram exame de sangue para medir a glicemia","V"
"4909","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que nunca fizeram exame de sangue para medir o colesterol e triglicerídeos","V"
"4859","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que nunca mediram sua pressão arterial","V"
"11035","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que participam de programas públicos de incentivo à pratica de atividade física","V"
"5584","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que perderam 13 ou mais dentes","V"
"5592","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que perderam 13 ou mais dentes e têm dificuldade intensa ou muito intensa para se alimentar","V"
"5576","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que perderam todos os dentes","V"
"11219","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que possuem pelo menos uma doença crônica","V"
"4809","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que praticam atividade física no trabalho por 150 minutos ou mais por semana","V"
"4815","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que praticam atividade física por 150 minutos ou mais na realização das atividades domésticas","V"
"4805","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que praticam o nível recomendado de atividade física no lazer","V"
"4851","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que referem consumo elevado de sal","V"
"4854","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que referem diagnóstico de alguma doença crônica física ou mental","V"
"4857","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que referem diagnóstico de alguma doença crônica física ou mental e possuem grau intenso ou muito intenso de limitações nas atividades habituais","V"
"4946","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que referem diagnóstico de depressão e fazem psicoterapia","V"
"5093","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que referem diagnóstico de depressão e não vão regularmente ao médico","V"
"4952","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que referem diagnóstico de depressão e possuem grau intenso ou muito intenso de limitações nas atividades habituais devido à depressão","V"
"11156","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que referem diagnóstico de depressão e que usaram medicamento para depressão nas duas últimas semanas anteriores à pesquisa","V"
"5085","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que referem diagnóstico de depressão e receberam assistência médica","V"
"4948","Coeficiente de variação - Pessoas de 18 anos ou mais de idade que referem diagnóstico de depressão e receberam assistência médica para depressão nos últimos 12 meses","V"
